dataid	knownlabel	readtype	predictedlabel	readcounts	testclass
FPRT52	Human	EQUAL	Sars_cov_2	0	Metapneumovirus
FPRT52	Influenza	EQUAL	Sars_cov_2	0	Metapneumovirus
FPRT52	Rhinovirus	EQUAL	Sars_cov_2	0	Metapneumovirus
FPRT52	Sars_cov_2	EQUAL	Sars_cov_2	11453	Metapneumovirus
FPRT52	Coronaviridae	INDEL	Sars_cov_2	0	Metapneumovirus
FPRT52	Human	INDEL	Sars_cov_2	0	Metapneumovirus
FPRT52	Influenza	INDEL	Sars_cov_2	0	Metapneumovirus
FPRT52	Rhinovirus	INDEL	Sars_cov_2	0	Metapneumovirus
FPRT52	Sars_cov_2	INDEL	Sars_cov_2	0	Metapneumovirus
FPRT52	Coronaviridae	MM	Sars_cov_2	0	Metapneumovirus
FPRT52	Human	MM	Sars_cov_2	0	Metapneumovirus
FPRT52	Influenza	MM	Sars_cov_2	0	Metapneumovirus
FPRT52	Rhinovirus	MM	Sars_cov_2	0	Metapneumovirus
FPRT52	Sars_cov_2	MM	Sars_cov_2	3278	Metapneumovirus
FPRT53	Coronaviridae	EQUAL	Coronaviridae	58877	Metapneumovirus
FPRT53	Influenza	EQUAL	Coronaviridae	0	Metapneumovirus
FPRT53	Rhinovirus	EQUAL	Coronaviridae	0	Metapneumovirus
FPRT53	Sars_cov_2	EQUAL	Coronaviridae	0	Metapneumovirus
FPRT53	Unrelated	EQUAL	Coronaviridae	39	Metapneumovirus
FPRT53	Coronaviridae	INDEL	Coronaviridae	13	Metapneumovirus
FPRT53	Influenza	INDEL	Coronaviridae	0	Metapneumovirus
FPRT53	Rhinovirus	INDEL	Coronaviridae	0	Metapneumovirus
FPRT53	Sars_cov_2	INDEL	Coronaviridae	0	Metapneumovirus
FPRT53	Unrelated	INDEL	Coronaviridae	0	Metapneumovirus
FPRT53	Coronaviridae	MM	Coronaviridae	16704	Metapneumovirus
FPRT53	Influenza	MM	Coronaviridae	0	Metapneumovirus
FPRT53	Rhinovirus	MM	Coronaviridae	0	Metapneumovirus
FPRT53	Sars_cov_2	MM	Coronaviridae	3	Metapneumovirus
FPRT53	Unrelated	MM	Coronaviridae	8	Metapneumovirus
FPRT53	Coronaviridae	EQUAL	Discarded	185	Metapneumovirus
FPRT53	Influenza	EQUAL	Discarded	457	Metapneumovirus
FPRT53	Rhinovirus	EQUAL	Discarded	1163	Metapneumovirus
FPRT53	Sars_cov_2	EQUAL	Discarded	114	Metapneumovirus
FPRT53	Unrelated	EQUAL	Discarded	358	Metapneumovirus
FPRT53	Coronaviridae	INDEL	Discarded	0	Metapneumovirus
FPRT53	Influenza	INDEL	Discarded	0	Metapneumovirus
FPRT53	Rhinovirus	INDEL	Discarded	0	Metapneumovirus
FPRT53	Sars_cov_2	INDEL	Discarded	1	Metapneumovirus
FPRT53	Unrelated	INDEL	Discarded	0	Metapneumovirus
FPRT53	Coronaviridae	MM	Discarded	58	Metapneumovirus
FPRT53	Influenza	MM	Discarded	118	Metapneumovirus
FPRT53	Rhinovirus	MM	Discarded	329	Metapneumovirus
FPRT53	Sars_cov_2	MM	Discarded	35	Metapneumovirus
FPRT53	Unrelated	MM	Discarded	91	Metapneumovirus
FPRT53	Coronaviridae	EQUAL	Human	0	Metapneumovirus
FPRT53	Influenza	EQUAL	Human	3	Metapneumovirus
FPRT53	Rhinovirus	EQUAL	Human	0	Metapneumovirus
FPRT53	Sars_cov_2	EQUAL	Human	0	Metapneumovirus
FPRT53	Unrelated	EQUAL	Human	101368	Metapneumovirus
FPRT53	Coronaviridae	INDEL	Human	0	Metapneumovirus
FPRT53	Influenza	INDEL	Human	0	Metapneumovirus
FPRT53	Rhinovirus	INDEL	Human	0	Metapneumovirus
FPRT53	Sars_cov_2	INDEL	Human	0	Metapneumovirus
FPRT53	Unrelated	INDEL	Human	24	Metapneumovirus
FPRT53	Coronaviridae	MM	Human	18	Metapneumovirus
FPRT53	Influenza	MM	Human	9	Metapneumovirus
FPRT53	Rhinovirus	MM	Human	16	Metapneumovirus
FPRT53	Sars_cov_2	MM	Human	18	Metapneumovirus
FPRT53	Unrelated	MM	Human	28640	Metapneumovirus
FPRT53	Coronaviridae	EQUAL	Influenza	0	Metapneumovirus
FPRT53	Influenza	EQUAL	Influenza	29509	Metapneumovirus
FPRT53	Rhinovirus	EQUAL	Influenza	0	Metapneumovirus
FPRT53	Sars_cov_2	EQUAL	Influenza	0	Metapneumovirus
FPRT53	Unrelated	EQUAL	Influenza	0	Metapneumovirus
FPRT53	Coronaviridae	INDEL	Influenza	0	Metapneumovirus
FPRT53	Influenza	INDEL	Influenza	10	Metapneumovirus
FPRT53	Rhinovirus	INDEL	Influenza	0	Metapneumovirus
FPRT53	Sars_cov_2	INDEL	Influenza	0	Metapneumovirus
FPRT53	Unrelated	INDEL	Influenza	0	Metapneumovirus
FPRT53	Coronaviridae	MM	Influenza	0	Metapneumovirus
FPRT53	Influenza	MM	Influenza	8552	Metapneumovirus
FPRT53	Rhinovirus	MM	Influenza	0	Metapneumovirus
FPRT53	Sars_cov_2	MM	Influenza	0	Metapneumovirus
FPRT53	Unrelated	MM	Influenza	1	Metapneumovirus
FPRT53	Coronaviridae	EQUAL	pDiscarded	0	Metapneumovirus
FPRT53	Influenza	EQUAL	pDiscarded	9	Metapneumovirus
FPRT53	Rhinovirus	EQUAL	pDiscarded	8	Metapneumovirus
FPRT53	Sars_cov_2	EQUAL	pDiscarded	17	Metapneumovirus
FPRT53	Unrelated	EQUAL	pDiscarded	641	Metapneumovirus
FPRT53	Coronaviridae	INDEL	pDiscarded	0	Metapneumovirus
FPRT53	Influenza	INDEL	pDiscarded	0	Metapneumovirus
FPRT53	Rhinovirus	INDEL	pDiscarded	0	Metapneumovirus
FPRT53	Sars_cov_2	INDEL	pDiscarded	2	Metapneumovirus
FPRT53	Unrelated	INDEL	pDiscarded	0	Metapneumovirus
FPRT53	Coronaviridae	MM	pDiscarded	42	Metapneumovirus
FPRT53	Influenza	MM	pDiscarded	15	Metapneumovirus
FPRT53	Rhinovirus	MM	pDiscarded	70	Metapneumovirus
FPRT53	Sars_cov_2	MM	pDiscarded	86	Metapneumovirus
FPRT53	Unrelated	MM	pDiscarded	191	Metapneumovirus
FPRT53	Coronaviridae	EQUAL	rc_discarded	0	Metapneumovirus
FPRT53	Influenza	EQUAL	rc_discarded	15	Metapneumovirus
FPRT53	Rhinovirus	EQUAL	rc_discarded	3	Metapneumovirus
FPRT53	Sars_cov_2	EQUAL	rc_discarded	14	Metapneumovirus
FPRT53	Unrelated	EQUAL	rc_discarded	258	Metapneumovirus
FPRT53	Coronaviridae	INDEL	rc_discarded	0	Metapneumovirus
FPRT53	Influenza	INDEL	rc_discarded	1	Metapneumovirus
FPRT53	Rhinovirus	INDEL	rc_discarded	0	Metapneumovirus
FPRT53	Sars_cov_2	INDEL	rc_discarded	0	Metapneumovirus
FPRT53	Unrelated	INDEL	rc_discarded	0	Metapneumovirus
FPRT53	Coronaviridae	MM	rc_discarded	39	Metapneumovirus
FPRT53	Influenza	MM	rc_discarded	15	Metapneumovirus
FPRT53	Rhinovirus	MM	rc_discarded	31	Metapneumovirus
FPRT53	Sars_cov_2	MM	rc_discarded	166	Metapneumovirus
FPRT53	Unrelated	MM	rc_discarded	79	Metapneumovirus
FPRT53	Coronaviridae	EQUAL	Rhinovirus	0	Metapneumovirus
FPRT53	Influenza	EQUAL	Rhinovirus	0	Metapneumovirus
FPRT53	Rhinovirus	EQUAL	Rhinovirus	89107	Metapneumovirus
FPRT53	Sars_cov_2	EQUAL	Rhinovirus	0	Metapneumovirus
FPRT53	Unrelated	EQUAL	Rhinovirus	38	Metapneumovirus
FPRT53	Coronaviridae	INDEL	Rhinovirus	0	Metapneumovirus
FPRT53	Influenza	INDEL	Rhinovirus	0	Metapneumovirus
FPRT53	Rhinovirus	INDEL	Rhinovirus	28	Metapneumovirus
FPRT53	Sars_cov_2	INDEL	Rhinovirus	0	Metapneumovirus
FPRT53	Unrelated	INDEL	Rhinovirus	0	Metapneumovirus
FPRT53	Coronaviridae	MM	Rhinovirus	0	Metapneumovirus
FPRT53	Influenza	MM	Rhinovirus	0	Metapneumovirus
FPRT53	Rhinovirus	MM	Rhinovirus	25229	Metapneumovirus
FPRT53	Sars_cov_2	MM	Rhinovirus	0	Metapneumovirus
FPRT53	Unrelated	MM	Rhinovirus	9	Metapneumovirus
FPRT53	Coronaviridae	EQUAL	Sars_cov_2	0	Metapneumovirus
FPRT53	Influenza	EQUAL	Sars_cov_2	0	Metapneumovirus
FPRT53	Rhinovirus	EQUAL	Sars_cov_2	0	Metapneumovirus
FPRT53	Sars_cov_2	EQUAL	Sars_cov_2	107208	Metapneumovirus
FPRT53	Unrelated	EQUAL	Sars_cov_2	0	Metapneumovirus
FPRT53	Coronaviridae	INDEL	Sars_cov_2	0	Metapneumovirus
FPRT53	Influenza	INDEL	Sars_cov_2	0	Metapneumovirus
FPRT53	Rhinovirus	INDEL	Sars_cov_2	0	Metapneumovirus
FPRT53	Sars_cov_2	INDEL	Sars_cov_2	29	Metapneumovirus
FPRT53	Unrelated	INDEL	Sars_cov_2	0	Metapneumovirus
FPRT53	Coronaviridae	MM	Sars_cov_2	0	Metapneumovirus
FPRT53	Influenza	MM	Sars_cov_2	0	Metapneumovirus
FPRT53	Rhinovirus	MM	Sars_cov_2	0	Metapneumovirus
FPRT53	Sars_cov_2	MM	Sars_cov_2	29929	Metapneumovirus
FPRT53	Unrelated	MM	Sars_cov_2	0	Metapneumovirus
FPRT54	Coronaviridae	EQUAL	Coronaviridae	2691	Metapneumovirus
FPRT54	Human	EQUAL	Coronaviridae	0	Metapneumovirus
FPRT54	Influenza	EQUAL	Coronaviridae	0	Metapneumovirus
FPRT54	Rhinovirus	EQUAL	Coronaviridae	0	Metapneumovirus
FPRT54	Sars_cov_2	EQUAL	Coronaviridae	0	Metapneumovirus
FPRT54	Unrelated	EQUAL	Coronaviridae	132	Metapneumovirus
FPRT54	Coronaviridae	INDEL	Coronaviridae	0	Metapneumovirus
FPRT54	Human	INDEL	Coronaviridae	0	Metapneumovirus
FPRT54	Influenza	INDEL	Coronaviridae	0	Metapneumovirus
FPRT54	Rhinovirus	INDEL	Coronaviridae	0	Metapneumovirus
FPRT54	Sars_cov_2	INDEL	Coronaviridae	0	Metapneumovirus
FPRT54	Unrelated	INDEL	Coronaviridae	0	Metapneumovirus
FPRT54	Coronaviridae	MM	Coronaviridae	732	Metapneumovirus
FPRT54	Human	MM	Coronaviridae	0	Metapneumovirus
FPRT54	Influenza	MM	Coronaviridae	0	Metapneumovirus
FPRT54	Rhinovirus	MM	Coronaviridae	0	Metapneumovirus
FPRT54	Sars_cov_2	MM	Coronaviridae	0	Metapneumovirus
FPRT54	Unrelated	MM	Coronaviridae	33	Metapneumovirus
FPRT54	Coronaviridae	EQUAL	Discarded	5	Metapneumovirus
FPRT54	Human	EQUAL	Discarded	0	Metapneumovirus
FPRT54	Influenza	EQUAL	Discarded	222	Metapneumovirus
FPRT54	Rhinovirus	EQUAL	Discarded	115	Metapneumovirus
FPRT54	Sars_cov_2	EQUAL	Discarded	6	Metapneumovirus
FPRT54	Unrelated	EQUAL	Discarded	1172	Metapneumovirus
FPRT54	Coronaviridae	INDEL	Discarded	0	Metapneumovirus
FPRT54	Human	INDEL	Discarded	0	Metapneumovirus
FPRT54	Influenza	INDEL	Discarded	0	Metapneumovirus
FPRT54	Rhinovirus	INDEL	Discarded	0	Metapneumovirus
FPRT54	Sars_cov_2	INDEL	Discarded	0	Metapneumovirus
FPRT54	Unrelated	INDEL	Discarded	0	Metapneumovirus
FPRT54	Coronaviridae	MM	Discarded	2	Metapneumovirus
FPRT54	Human	MM	Discarded	0	Metapneumovirus
FPRT54	Influenza	MM	Discarded	63	Metapneumovirus
FPRT54	Rhinovirus	MM	Discarded	34	Metapneumovirus
FPRT54	Sars_cov_2	MM	Discarded	3	Metapneumovirus
FPRT54	Unrelated	MM	Discarded	301	Metapneumovirus
FPRT54	Coronaviridae	EQUAL	Human	0	Metapneumovirus
FPRT54	Human	EQUAL	Human	52565	Metapneumovirus
FPRT54	Influenza	EQUAL	Human	1	Metapneumovirus
FPRT54	Rhinovirus	EQUAL	Human	0	Metapneumovirus
FPRT54	Sars_cov_2	EQUAL	Human	0	Metapneumovirus
FPRT54	Unrelated	EQUAL	Human	303827	Metapneumovirus
FPRT54	Coronaviridae	INDEL	Human	0	Metapneumovirus
FPRT54	Human	INDEL	Human	17	Metapneumovirus
FPRT54	Influenza	INDEL	Human	0	Metapneumovirus
FPRT54	Rhinovirus	INDEL	Human	0	Metapneumovirus
FPRT54	Sars_cov_2	INDEL	Human	0	Metapneumovirus
FPRT54	Unrelated	INDEL	Human	80	Metapneumovirus
FPRT54	Coronaviridae	MM	Human	0	Metapneumovirus
FPRT54	Human	MM	Human	14791	Metapneumovirus
FPRT54	Influenza	MM	Human	7	Metapneumovirus
FPRT54	Rhinovirus	MM	Human	0	Metapneumovirus
FPRT54	Sars_cov_2	MM	Human	1	Metapneumovirus
FPRT54	Unrelated	MM	Human	86234	Metapneumovirus
FPRT54	Coronaviridae	EQUAL	Influenza	0	Metapneumovirus
FPRT54	Human	EQUAL	Influenza	0	Metapneumovirus
FPRT54	Influenza	EQUAL	Influenza	13589	Metapneumovirus
FPRT54	Rhinovirus	EQUAL	Influenza	0	Metapneumovirus
FPRT54	Sars_cov_2	EQUAL	Influenza	0	Metapneumovirus
FPRT54	Unrelated	EQUAL	Influenza	1	Metapneumovirus
FPRT54	Coronaviridae	INDEL	Influenza	0	Metapneumovirus
FPRT54	Human	INDEL	Influenza	0	Metapneumovirus
FPRT54	Influenza	INDEL	Influenza	3	Metapneumovirus
FPRT54	Rhinovirus	INDEL	Influenza	0	Metapneumovirus
FPRT54	Sars_cov_2	INDEL	Influenza	0	Metapneumovirus
FPRT54	Unrelated	INDEL	Influenza	0	Metapneumovirus
FPRT54	Coronaviridae	MM	Influenza	0	Metapneumovirus
FPRT54	Human	MM	Influenza	0	Metapneumovirus
FPRT54	Influenza	MM	Influenza	3928	Metapneumovirus
FPRT54	Rhinovirus	MM	Influenza	0	Metapneumovirus
FPRT54	Sars_cov_2	MM	Influenza	0	Metapneumovirus
FPRT54	Unrelated	MM	Influenza	0	Metapneumovirus
FPRT54	Coronaviridae	EQUAL	Metapneumovirus	0	Metapneumovirus
FPRT54	Human	EQUAL	Metapneumovirus	0	Metapneumovirus
FPRT54	Influenza	EQUAL	Metapneumovirus	0	Metapneumovirus
FPRT54	Rhinovirus	EQUAL	Metapneumovirus	0	Metapneumovirus
FPRT54	Sars_cov_2	EQUAL	Metapneumovirus	0	Metapneumovirus
FPRT54	Unrelated	EQUAL	Metapneumovirus	1	Metapneumovirus
FPRT54	Coronaviridae	INDEL	Metapneumovirus	0	Metapneumovirus
FPRT54	Human	INDEL	Metapneumovirus	0	Metapneumovirus
FPRT54	Influenza	INDEL	Metapneumovirus	0	Metapneumovirus
FPRT54	Rhinovirus	INDEL	Metapneumovirus	0	Metapneumovirus
FPRT54	Sars_cov_2	INDEL	Metapneumovirus	0	Metapneumovirus
FPRT54	Unrelated	INDEL	Metapneumovirus	0	Metapneumovirus
FPRT54	Coronaviridae	MM	Metapneumovirus	0	Metapneumovirus
FPRT54	Human	MM	Metapneumovirus	0	Metapneumovirus
FPRT54	Influenza	MM	Metapneumovirus	0	Metapneumovirus
FPRT54	Rhinovirus	MM	Metapneumovirus	0	Metapneumovirus
FPRT54	Sars_cov_2	MM	Metapneumovirus	0	Metapneumovirus
FPRT54	Unrelated	MM	Metapneumovirus	0	Metapneumovirus
FPRT54	Coronaviridae	EQUAL	pDiscarded	0	Metapneumovirus
FPRT54	Human	EQUAL	pDiscarded	12	Metapneumovirus
FPRT54	Influenza	EQUAL	pDiscarded	6	Metapneumovirus
FPRT54	Rhinovirus	EQUAL	pDiscarded	0	Metapneumovirus
FPRT54	Sars_cov_2	EQUAL	pDiscarded	1	Metapneumovirus
FPRT54	Unrelated	EQUAL	pDiscarded	1749	Metapneumovirus
FPRT54	Coronaviridae	INDEL	pDiscarded	0	Metapneumovirus
FPRT54	Human	INDEL	pDiscarded	0	Metapneumovirus
FPRT54	Influenza	INDEL	pDiscarded	0	Metapneumovirus
FPRT54	Rhinovirus	INDEL	pDiscarded	0	Metapneumovirus
FPRT54	Sars_cov_2	INDEL	pDiscarded	0	Metapneumovirus
FPRT54	Unrelated	INDEL	pDiscarded	0	Metapneumovirus
FPRT54	Coronaviridae	MM	pDiscarded	2	Metapneumovirus
FPRT54	Human	MM	pDiscarded	2	Metapneumovirus
FPRT54	Influenza	MM	pDiscarded	9	Metapneumovirus
FPRT54	Rhinovirus	MM	pDiscarded	3	Metapneumovirus
FPRT54	Sars_cov_2	MM	pDiscarded	3	Metapneumovirus
FPRT54	Unrelated	MM	pDiscarded	484	Metapneumovirus
FPRT54	Coronaviridae	EQUAL	rc_discarded	0	Metapneumovirus
FPRT54	Human	EQUAL	rc_discarded	1	Metapneumovirus
FPRT54	Influenza	EQUAL	rc_discarded	7	Metapneumovirus
FPRT54	Rhinovirus	EQUAL	rc_discarded	0	Metapneumovirus
FPRT54	Sars_cov_2	EQUAL	rc_discarded	1	Metapneumovirus
FPRT54	Unrelated	EQUAL	rc_discarded	835	Metapneumovirus
FPRT54	Coronaviridae	INDEL	rc_discarded	0	Metapneumovirus
FPRT54	Human	INDEL	rc_discarded	0	Metapneumovirus
FPRT54	Influenza	INDEL	rc_discarded	0	Metapneumovirus
FPRT54	Rhinovirus	INDEL	rc_discarded	0	Metapneumovirus
FPRT54	Sars_cov_2	INDEL	rc_discarded	0	Metapneumovirus
FPRT54	Unrelated	INDEL	rc_discarded	0	Metapneumovirus
FPRT54	Coronaviridae	MM	rc_discarded	0	Metapneumovirus
FPRT54	Human	MM	rc_discarded	0	Metapneumovirus
FPRT54	Influenza	MM	rc_discarded	4	Metapneumovirus
FPRT54	Rhinovirus	MM	rc_discarded	4	Metapneumovirus
FPRT54	Sars_cov_2	MM	rc_discarded	2	Metapneumovirus
FPRT54	Unrelated	MM	rc_discarded	215	Metapneumovirus
FPRT54	Coronaviridae	EQUAL	Rhinovirus	0	Metapneumovirus
FPRT54	Human	EQUAL	Rhinovirus	0	Metapneumovirus
FPRT54	Influenza	EQUAL	Rhinovirus	0	Metapneumovirus
FPRT54	Rhinovirus	EQUAL	Rhinovirus	7481	Metapneumovirus
FPRT54	Sars_cov_2	EQUAL	Rhinovirus	0	Metapneumovirus
FPRT54	Unrelated	EQUAL	Rhinovirus	131	Metapneumovirus
FPRT54	Coronaviridae	INDEL	Rhinovirus	0	Metapneumovirus
FPRT54	Human	INDEL	Rhinovirus	0	Metapneumovirus
FPRT54	Influenza	INDEL	Rhinovirus	0	Metapneumovirus
FPRT54	Rhinovirus	INDEL	Rhinovirus	2	Metapneumovirus
FPRT54	Sars_cov_2	INDEL	Rhinovirus	0	Metapneumovirus
FPRT54	Unrelated	INDEL	Rhinovirus	0	Metapneumovirus
FPRT54	Coronaviridae	MM	Rhinovirus	0	Metapneumovirus
FPRT54	Human	MM	Rhinovirus	0	Metapneumovirus
FPRT54	Influenza	MM	Rhinovirus	0	Metapneumovirus
FPRT54	Rhinovirus	MM	Rhinovirus	2118	Metapneumovirus
FPRT54	Sars_cov_2	MM	Rhinovirus	0	Metapneumovirus
FPRT54	Unrelated	MM	Rhinovirus	38	Metapneumovirus
FPRT54	Coronaviridae	EQUAL	Sars_cov_2	0	Metapneumovirus
FPRT54	Human	EQUAL	Sars_cov_2	0	Metapneumovirus
FPRT54	Influenza	EQUAL	Sars_cov_2	0	Metapneumovirus
FPRT54	Rhinovirus	EQUAL	Sars_cov_2	0	Metapneumovirus
FPRT54	Sars_cov_2	EQUAL	Sars_cov_2	4891	Metapneumovirus
FPRT54	Unrelated	EQUAL	Sars_cov_2	0	Metapneumovirus
FPRT54	Coronaviridae	INDEL	Sars_cov_2	0	Metapneumovirus
FPRT54	Human	INDEL	Sars_cov_2	0	Metapneumovirus
FPRT54	Influenza	INDEL	Sars_cov_2	0	Metapneumovirus
FPRT54	Rhinovirus	INDEL	Sars_cov_2	0	Metapneumovirus
FPRT54	Sars_cov_2	INDEL	Sars_cov_2	2	Metapneumovirus
FPRT54	Unrelated	INDEL	Sars_cov_2	0	Metapneumovirus
FPRT54	Coronaviridae	MM	Sars_cov_2	0	Metapneumovirus
FPRT54	Human	MM	Sars_cov_2	0	Metapneumovirus
FPRT54	Influenza	MM	Sars_cov_2	0	Metapneumovirus
FPRT54	Rhinovirus	MM	Sars_cov_2	0	Metapneumovirus
FPRT54	Sars_cov_2	MM	Sars_cov_2	1441	Metapneumovirus
FPRT54	Unrelated	MM	Sars_cov_2	0	Metapneumovirus
FPRT55	Coronaviridae	EQUAL	Coronaviridae	5884	Metapneumovirus
FPRT55	Human	EQUAL	Coronaviridae	0	Metapneumovirus
FPRT55	Influenza	EQUAL	Coronaviridae	0	Metapneumovirus
FPRT55	Rhinovirus	EQUAL	Coronaviridae	0	Metapneumovirus
FPRT55	Sars_cov_2	EQUAL	Coronaviridae	0	Metapneumovirus
FPRT55	Unrelated	EQUAL	Coronaviridae	35	Metapneumovirus
FPRT55	Coronaviridae	INDEL	Coronaviridae	3	Metapneumovirus
FPRT55	Human	INDEL	Coronaviridae	0	Metapneumovirus
FPRT55	Influenza	INDEL	Coronaviridae	0	Metapneumovirus
FPRT55	Rhinovirus	INDEL	Coronaviridae	0	Metapneumovirus
FPRT55	Sars_cov_2	INDEL	Coronaviridae	0	Metapneumovirus
FPRT55	Unrelated	INDEL	Coronaviridae	0	Metapneumovirus
FPRT55	Coronaviridae	MM	Coronaviridae	1680	Metapneumovirus
FPRT55	Human	MM	Coronaviridae	0	Metapneumovirus
FPRT55	Influenza	MM	Coronaviridae	0	Metapneumovirus
FPRT55	Rhinovirus	MM	Coronaviridae	0	Metapneumovirus
FPRT55	Sars_cov_2	MM	Coronaviridae	2	Metapneumovirus
FPRT55	Unrelated	MM	Coronaviridae	14	Metapneumovirus
FPRT55	Coronaviridae	EQUAL	Discarded	25	Metapneumovirus
FPRT55	Human	EQUAL	Discarded	0	Metapneumovirus
FPRT55	Influenza	EQUAL	Discarded	1568	Metapneumovirus
FPRT55	Rhinovirus	EQUAL	Discarded	1417	Metapneumovirus
FPRT55	Sars_cov_2	EQUAL	Discarded	61	Metapneumovirus
FPRT55	Unrelated	EQUAL	Discarded	355	Metapneumovirus
FPRT55	Coronaviridae	INDEL	Discarded	0	Metapneumovirus
FPRT55	Human	INDEL	Discarded	0	Metapneumovirus
FPRT55	Influenza	INDEL	Discarded	0	Metapneumovirus
FPRT55	Rhinovirus	INDEL	Discarded	0	Metapneumovirus
FPRT55	Sars_cov_2	INDEL	Discarded	0	Metapneumovirus
FPRT55	Unrelated	INDEL	Discarded	0	Metapneumovirus
FPRT55	Coronaviridae	MM	Discarded	5	Metapneumovirus
FPRT55	Human	MM	Discarded	0	Metapneumovirus
FPRT55	Influenza	MM	Discarded	438	Metapneumovirus
FPRT55	Rhinovirus	MM	Discarded	408	Metapneumovirus
FPRT55	Sars_cov_2	MM	Discarded	14	Metapneumovirus
FPRT55	Unrelated	MM	Discarded	103	Metapneumovirus
FPRT55	Coronaviridae	EQUAL	Human	0	Metapneumovirus
FPRT55	Human	EQUAL	Human	17584	Metapneumovirus
FPRT55	Influenza	EQUAL	Human	18	Metapneumovirus
FPRT55	Rhinovirus	EQUAL	Human	0	Metapneumovirus
FPRT55	Sars_cov_2	EQUAL	Human	0	Metapneumovirus
FPRT55	Unrelated	EQUAL	Human	101405	Metapneumovirus
FPRT55	Coronaviridae	INDEL	Human	0	Metapneumovirus
FPRT55	Human	INDEL	Human	2	Metapneumovirus
FPRT55	Influenza	INDEL	Human	0	Metapneumovirus
FPRT55	Rhinovirus	INDEL	Human	0	Metapneumovirus
FPRT55	Sars_cov_2	INDEL	Human	0	Metapneumovirus
FPRT55	Unrelated	INDEL	Human	39	Metapneumovirus
FPRT55	Coronaviridae	MM	Human	1	Metapneumovirus
FPRT55	Human	MM	Human	4871	Metapneumovirus
FPRT55	Influenza	MM	Human	27	Metapneumovirus
FPRT55	Rhinovirus	MM	Human	31	Metapneumovirus
FPRT55	Sars_cov_2	MM	Human	5	Metapneumovirus
FPRT55	Unrelated	MM	Human	28625	Metapneumovirus
FPRT55	Coronaviridae	EQUAL	Influenza	0	Metapneumovirus
FPRT55	Human	EQUAL	Influenza	0	Metapneumovirus
FPRT55	Influenza	EQUAL	Influenza	98794	Metapneumovirus
FPRT55	Rhinovirus	EQUAL	Influenza	0	Metapneumovirus
FPRT55	Sars_cov_2	EQUAL	Influenza	0	Metapneumovirus
FPRT55	Unrelated	EQUAL	Influenza	0	Metapneumovirus
FPRT55	Coronaviridae	INDEL	Influenza	0	Metapneumovirus
FPRT55	Human	INDEL	Influenza	0	Metapneumovirus
FPRT55	Influenza	INDEL	Influenza	27	Metapneumovirus
FPRT55	Rhinovirus	INDEL	Influenza	0	Metapneumovirus
FPRT55	Sars_cov_2	INDEL	Influenza	0	Metapneumovirus
FPRT55	Unrelated	INDEL	Influenza	0	Metapneumovirus
FPRT55	Coronaviridae	MM	Influenza	0	Metapneumovirus
FPRT55	Human	MM	Influenza	0	Metapneumovirus
FPRT55	Influenza	MM	Influenza	27882	Metapneumovirus
FPRT55	Rhinovirus	MM	Influenza	0	Metapneumovirus
FPRT55	Sars_cov_2	MM	Influenza	0	Metapneumovirus
FPRT55	Unrelated	MM	Influenza	1	Metapneumovirus
FPRT55	Coronaviridae	EQUAL	pDiscarded	0	Metapneumovirus
FPRT55	Human	EQUAL	pDiscarded	4	Metapneumovirus
FPRT55	Influenza	EQUAL	pDiscarded	44	Metapneumovirus
FPRT55	Rhinovirus	EQUAL	pDiscarded	7	Metapneumovirus
FPRT55	Sars_cov_2	EQUAL	pDiscarded	15	Metapneumovirus
FPRT55	Unrelated	EQUAL	pDiscarded	578	Metapneumovirus
FPRT55	Coronaviridae	INDEL	pDiscarded	0	Metapneumovirus
FPRT55	Human	INDEL	pDiscarded	0	Metapneumovirus
FPRT55	Influenza	INDEL	pDiscarded	1	Metapneumovirus
FPRT55	Rhinovirus	INDEL	pDiscarded	0	Metapneumovirus
FPRT55	Sars_cov_2	INDEL	pDiscarded	0	Metapneumovirus
FPRT55	Unrelated	INDEL	pDiscarded	0	Metapneumovirus
FPRT55	Coronaviridae	MM	pDiscarded	4	Metapneumovirus
FPRT55	Human	MM	pDiscarded	2	Metapneumovirus
FPRT55	Influenza	MM	pDiscarded	57	Metapneumovirus
FPRT55	Rhinovirus	MM	pDiscarded	77	Metapneumovirus
FPRT55	Sars_cov_2	MM	pDiscarded	41	Metapneumovirus
FPRT55	Unrelated	MM	pDiscarded	159	Metapneumovirus
FPRT55	Coronaviridae	EQUAL	rc_discarded	0	Metapneumovirus
FPRT55	Human	EQUAL	rc_discarded	0	Metapneumovirus
FPRT55	Influenza	EQUAL	rc_discarded	33	Metapneumovirus
FPRT55	Rhinovirus	EQUAL	rc_discarded	1	Metapneumovirus
FPRT55	Sars_cov_2	EQUAL	rc_discarded	5	Metapneumovirus
FPRT55	Unrelated	EQUAL	rc_discarded	281	Metapneumovirus
FPRT55	Coronaviridae	INDEL	rc_discarded	0	Metapneumovirus
FPRT55	Human	INDEL	rc_discarded	0	Metapneumovirus
FPRT55	Influenza	INDEL	rc_discarded	0	Metapneumovirus
FPRT55	Rhinovirus	INDEL	rc_discarded	0	Metapneumovirus
FPRT55	Sars_cov_2	INDEL	rc_discarded	0	Metapneumovirus
FPRT55	Unrelated	INDEL	rc_discarded	0	Metapneumovirus
FPRT55	Coronaviridae	MM	rc_discarded	6	Metapneumovirus
